#,ELO,Player,Clan,Streak,Percent,Games,Last game
"1,591","1,167",ASSAULT,"'-",1,50.59%,"1,522",5/9/2026
"1,592","1,167",vienna18,"'-",2,55.28%,123,4/13/2026
"1,593","1,167",14 Fathoms Down,"'-",1,54.48%,134,5/8/2026
"1,594","1,166",BlackGGJ,fans,"'-1",51.03%,774,5/9/2026
"1,595","1,166",ALVA17124,VVAAA,5,55.50%,191,5/8/2026
"1,596","1,166",<color=0/1/1>Victoria,GRAL,10,61.36%,44,4/28/2026
"1,597","1,166",Mean Santa,"'-","'-5",50.04%,"2,324",4/26/2026
"1,598","1,165",Golden Logan,"'-","'-1",50.00%,"1,068",5/4/2026
"1,599","1,165",MiniSope,"'-",1,50.52%,"1,716",5/10/2026
"1,600","1,165",jer monster,CLAVE,"'-1",52.90%,155,5/10/2026
"1,601","1,165",Calango,"'-","'-1",52.63%,228,5/1/2026
"1,602","1,165",Tu_Papa`,"'-","'-6",51.03%,290,5/6/2026
"1,603","1,164",Rude & Ignorant,LVSTN,"'-1",50.07%,"2,916",5/10/2026
"1,604","1,164",OnlyFalcs,"'-",1,66.67%,15,5/1/2026
"1,605","1,164",blitzboy11,"'-",1,54.17%,144,4/25/2026
"1,606","1,164",Tstand,"'-","'-3",50.32%,"1,413",5/3/2026
"1,607","1,163",Fredrik,"'-","'-3",60.87%,23,5/2/2026
"1,608","1,163",Aladin Topac,"'-",1,61.54%,13,4/13/2026
"1,609","1,163",1,Bonus,"'-2",51.77%,141,5/2/2026
"1,610","1,163",Churmahcuz,"'-",1,51.12%,223,4/30/2026
"1,611","1,163",Still,kdab,"'-3",56.25%,32,4/20/2026
"1,612","1,162",cucumber,"'-","'-1",58.06%,124,5/3/2026
"1,613","1,162",Pixaliiii,TSREV,"'-1",60.00%,30,4/23/2026
"1,614","1,162",colombi.matteo,ITALA,"'-2",51.12%,845,5/7/2026
"1,615","1,162",Хруст безе,"'-","'-5",57.50%,40,4/29/2026
"1,616","1,162",Pilate,"'-",2,50.28%,"3,614",5/2/2026
"1,617","1,162",Otto von Bossmarck,CJTC,1,52.44%,164,5/10/2026
"1,618","1,161",malydoskonaly,"'-","'-1",52.39%,544,4/30/2026
"1,619","1,161",BRITISHZEUS,"'-",2,52.69%,186,5/2/2026
"1,620","1,161",Wolf,"'-",1,50.23%,"2,202",5/5/2026
"1,621","1,161",Watergate96,"'-",1,49.84%,317,5/8/2026
"1,622","1,161",Shoubedaoui,Morno,"'-1",49.92%,"1,258",5/3/2026
"1,623","1,161",りあん,"'-",1,50.26%,575,5/8/2026
"1,624","1,160",Lord Severus,"'-","'-3",53.93%,89,5/8/2026
"1,625","1,160",Kristó,"'-","'-3",50.99%,355,5/6/2026
"1,626","1,160",tanyuchen3877,"'-","'-1",49.67%,153,5/10/2026
"1,627","1,160",Amaretto,FEAR,5,50.96%,416,5/10/2026
"1,628","1,160",AndresS,SpNz,1,53.51%,228,4/16/2026
"1,629","1,160",野兽仙贝,"'-",1,50.20%,"1,490",5/4/2026
"1,630","1,160",黑帝客,"'-","'-1",50.28%,"1,957",5/10/2026
"1,631","1,159",chadechism,"'-",1,50.21%,"1,179",5/8/2026
"1,632","1,159",Wanna-Be3 a.k.a. Wanderbiene,"'-","'-1",58.82%,17,5/10/2026
"1,633","1,159",petras,"'-",1,51.87%,347,5/7/2026
"1,634","1,159",Mr_Wilfredo,wBLIZ,2,50.29%,"1,877",5/5/2026
"1,635","1,159",St1v3nM0r4,COL,"'-2",60.00%,15,5/10/2026
"1,636","1,158",dmilne01,"'-","'-4",51.61%,527,5/3/2026
"1,637","1,158",1_dao,"'-",1,52.94%,34,4/29/2026
"1,638","1,158",果味淋,"'-",2,53.76%,93,4/27/2026
"1,639","1,158",Sirius Blck7889,SPRIM,5,54.14%,157,5/8/2026
"1,640","1,158",praFRENTEx,"'-","'-2",50.68%,738,4/26/2026
"1,641","1,157",fahmich33,"'-",4,64.29%,14,5/10/2026
"1,642","1,157",nlecomte65,"'-","'-4",51.48%,406,4/26/2026
"1,643","1,157",ANTONIOBUSCOTI,"'-",3,52.15%,209,5/10/2026
"1,644","1,157",misery,Qari,"'-1",52.88%,191,4/23/2026
"1,645","1,157",llh0309,"'-",1,61.82%,55,4/15/2026
"1,646","1,157",TOOKO,LCNS,3,52.14%,117,5/9/2026
"1,647","1,156",Krocodile,UNIBR,"'-3",50.72%,414,5/10/2026
"1,648","1,156",CarryS,"'-","'-2",50.82%,425,5/3/2026
"1,649","1,156",XRayNico,PEYRU,"'-2",50.55%,"2,079",5/8/2026
"1,650","1,156",InVers0,"'-","'-1",51.84%,299,5/10/2026
"1,651","1,156",bremhoek,HoA50,"'-2",50.14%,"3,141",5/8/2026
"1,652","1,156",CobraBite,"'-",2,50.37%,"2,815",5/10/2026
"1,653","1,156",SrPingoro,"'-","'-1",50.27%,372,4/26/2026
"1,654","1,156",Sarcomere,"'-","'-1",46.94%,98,4/14/2026
"1,655","1,156",Heetlah,"'-",4,51.28%,743,5/4/2026
"1,656","1,156",Bobr,"'-","'-3",63.64%,33,4/13/2026
"1,657","1,155",karl,AOTDE,"'-2",50.81%,370,5/7/2026
"1,658","1,155",boubal1er,COSA,"'-3",47.74%,155,4/18/2026
"1,659","1,155",Vote Willows,"'-",1,48.05%,77,5/8/2026
"1,660","1,155",Cevat Pasha,"'-","'-4",54.17%,24,4/18/2026
"1,661","1,155",Bayemay,SNBRO,2,49.86%,"4,312",4/23/2026
"1,662","1,155",PreD,"'-","'-2",51.19%,588,5/8/2026
"1,663","1,154",Axolotl-Flöten-Beschwörer,"'-",2,53.18%,220,5/10/2026
"1,664","1,154",Doni_Osetini,DG5,"'-1",51.83%,465,4/24/2026
"1,665","1,153",jonny,"'-",5,53.29%,167,5/10/2026
"1,666","1,153",THESNIFFMEISTER3000,"'-",1,52.04%,269,5/10/2026
"1,667","1,153",Kϟ|DOTH_RREH,"'-",1,51.48%,575,5/10/2026
"1,668","1,153",NajeboSiKinez,"'-",1,54.24%,118,4/28/2026
"1,669","1,152",Tainha Juegos,"'-",2,52.02%,223,5/7/2026
"1,670","1,152",NutWall,"'-",3,66.67%,12,4/18/2026
"1,671","1,152",Sinyor54,"'-","'-2",50.75%,"1,139",5/8/2026
"1,672","1,152",robert.9841,"'-",1,50.03%,"4,365",5/10/2026
"1,673","1,151",SciatAttacks,"'-",2,58.33%,36,5/10/2026
"1,674","1,151",chaoslord,A0E3,"'-1",50.70%,"1,077",5/9/2026
"1,675","1,151",Helaqiang,"'-",1,50.17%,287,4/19/2026
"1,676","1,151",blindwink37,"'-",3,49.76%,627,5/9/2026
"1,677","1,151",Haaku,"'-","'-1",51.49%,134,4/12/2026
"1,678","1,151",7iago,"'-","'-1",50.97%,"1,395",4/28/2026
"1,679","1,151",Timba,"'-","'-1",57.14%,49,5/9/2026
"1,680","1,151",Arz11L,HvNy,"'-2",50.79%,695,5/3/2026
"1,681","1,150",Flashback,"'-","'-2",54.70%,117,5/9/2026
"1,682","1,150",NoobHunter,LVSTN,"'-4",51.25%,359,4/23/2026
"1,683","1,150",apetecible3000,"'-","'-2",55.56%,45,4/27/2026
"1,684","1,149",LarsBalman,"'-",1,52.98%,151,5/9/2026
"1,685","1,149",Laurens26,TEGOO,"'-4",50.54%,"1,399",5/10/2026
"1,686","1,149",EXY织梦,"'-","'-8",51.48%,169,5/1/2026
"1,687","1,149",加油特种兵,"'-","'-1",50.12%,862,5/10/2026
"1,688","1,149",KLAUS,AoWr,1,51.45%,138,4/16/2026
"1,689","1,149",Keloc66,"'-",2,50.28%,893,5/3/2026
"1,690","1,148",Berethor Walker,"'-","'-2",50.89%,"1,073",5/6/2026
"1,691","1,148",luckypotato,"'-","'-1",51.68%,298,4/14/2026
"1,692","1,148",saqeb,PIRO,"'-3",53.44%,131,4/17/2026
"1,693","1,148",firstart,"'-",1,50.98%,255,5/10/2026
"1,694","1,148",BrunoMRocker,"'-",1,51.14%,"2,020",5/10/2026
"1,695","1,148",나낙꼬 마니아,"'-",1,50.71%,637,4/25/2026
"1,696","1,148",AlexLeo07,"'-","'-1",50.78%,514,4/18/2026
"1,697","1,148",Swifko,"'-",1,50.58%,"1,026",4/24/2026
"1,698","1,148",Gudan,UNIBR,1,51.70%,412,5/5/2026
"1,699","1,147",RobbieRuk,"'-","'-1",49.84%,933,5/9/2026
"1,700","1,147",1906472495,"'-","'-1",50.75%,530,5/3/2026
"1,701","1,147",Kang,HvNy,"'-3",52.31%,650,5/1/2026
"1,702","1,147",headcrusher5905,"'-","'-1",61.11%,18,5/10/2026
"1,703","1,147",Pentheus,Forg,"'-1",48.78%,41,5/9/2026
"1,704","1,147",SvaT,"'-",1,56.76%,37,4/23/2026
"1,705","1,147",Coldpillows98,"'-",2,50.45%,"1,570",5/5/2026
"1,706","1,146",Revolucionario,R3VOS,2,50.51%,778,5/8/2026
"1,707","1,146",527379482,WIF,1,50.96%,363,4/28/2026
"1,708","1,146",AngelMuchoNacho,πtu2s,"'-1",56.00%,25,4/29/2026
"1,709","1,146",DemouDo,T一ime,1,46.43%,56,5/9/2026
"1,710","1,146",johnpw99,"'-",5,50.83%,842,5/8/2026
"1,711","1,145",Josh,"'-","'-6",51.25%,439,4/18/2026
"1,712","1,145",sbrubles,"'-","'-1",50.49%,410,4/28/2026
"1,713","1,145",Xelendriel,"'-","'-1",54.84%,62,4/18/2026
"1,714","1,144",ricardo_rodriguesds,"'-","'-1",55.56%,27,5/3/2026
"1,715","1,144",百分之零魔法,CJSMR,"'-2",52.49%,261,4/26/2026
"1,716","1,143",Moqyp,"'-","'-2",53.03%,66,4/16/2026
"1,717","1,143",LemonzOG,"'-","'-1",53.85%,26,4/24/2026
"1,718","1,143",Léo,"'-",1,52.17%,69,5/10/2026
"1,719","1,143",Nemo Oudeis,"'-","'-1",50.24%,"1,467",5/8/2026
"1,720","1,143",El Carlitos Darwin,SpNz,"'-1",50.21%,"1,414",5/10/2026
"1,721","1,142",kingler5545,Floyd,1,48.15%,648,5/7/2026
"1,722","1,142",MReaper,"'-",1,51.34%,522,4/21/2026
"1,723","1,142",depardor,MyEF,"'-2",49.97%,"3,574",5/5/2026
"1,724","1,142",rayx,"'-","'-3",50.24%,"1,871",5/7/2026
"1,725","1,141",Alex,"'-","'-1",61.29%,31,5/2/2026
"1,726","1,141",deadlybike,N3RDZ,1,51.59%,504,5/8/2026
"1,727","1,141",Tezzi,Hogz,1,53.81%,197,5/10/2026
"1,728","1,140",RazesKo,DONO,1,51.60%,281,5/10/2026
"1,729","1,140",Duckling,"'-",1,52.72%,239,5/9/2026
"1,730","1,140",rene_niessen,"'-",2,50.36%,969,5/10/2026
"1,731","1,140",Tser,CCIS,"'-1",52.09%,311,5/8/2026
"1,732","1,140",<color=1/0/1> Jonny,RVOLT,2,52.73%,55,4/20/2026
"1,733","1,140",Paddy Mayne,"'-","'-1",50.56%,809,4/28/2026
"1,734","1,140",Catloos,"'-","'-1",55.26%,76,5/10/2026
"1,735","1,139",Teno,MUNDO,"'-1",50.10%,"4,816",5/10/2026
"1,736","1,139",stormyscooty,"'-","'-1",51.89%,185,5/9/2026
"1,737","1,139",比奇堡第一突破手,庚子国变,"'-1",50.69%,728,4/21/2026
"1,738","1,138",Waagheur,"'-",1,41.67%,24,4/18/2026
"1,739","1,138",detukuang2,"'-","'-1",53.13%,160,5/4/2026
"1,740","1,138",3330672052,"'-",1,51.95%,462,5/10/2026
"1,741","1,138",Cabeça,"'-",1,63.64%,11,5/10/2026
"1,742","1,138",Zandrio,"'-",5,52.66%,207,5/10/2026
"1,743","1,138",✠Seevy7✧✞,"'-","'-3",50.44%,"1,134",5/10/2026
"1,744","1,138",Rabugento,"'-",4,50.26%,"4,196",5/10/2026
"1,745","1,138",Dutch_Lightning,7cc,4,50.15%,"6,493",5/7/2026
"1,746","1,137",SHOGUN SHIEN,kages,1,50.40%,"1,137",5/7/2026
"1,747","1,137",Iwan Ukraina,"'-","'-1",57.14%,98,4/27/2026
"1,748","1,137",哈基鼠,AOTDE,"'-6",51.00%,300,4/15/2026
"1,749","1,137",This Häberli,"'-","'-1",58.82%,17,4/18/2026
"1,750","1,137",Thai,"'-",1,51.84%,544,4/25/2026
"1,751","1,137",LargeCupofMilk,"'-","'-7",51.81%,83,4/21/2026
"1,752","1,137",TopalHamsi,"'-","'-1",49.51%,103,4/26/2026
"1,753","1,136",cr1s021,TMArg,2,57.89%,38,5/10/2026
"1,754","1,136",samt,"'-",2,50.00%,670,5/8/2026
"1,755","1,136",NAH,"'-","'-1",51.81%,276,5/9/2026
"1,756","1,135",MisguidedWarrior,"'-",2,60.47%,43,5/10/2026
"1,757","1,135",Tstandee,"'-",1,54.47%,123,5/6/2026
"1,758","1,135",salah dz,"'-","'-2",50.38%,657,5/10/2026
"1,759","1,135",普普通通,小星星,"'-3",50.30%,"2,489",5/10/2026
"1,760","1,135",mfl_1995,"'-",1,50.68%,734,4/15/2026
"1,761","1,135",esteban_779,"'-",1,49.96%,"2,442",5/10/2026
"1,762","1,134",Hunti,"'-",1,56.38%,94,5/10/2026
"1,763","1,134",PratUshh,MFalc,"'-3",51.52%,132,5/3/2026
"1,764","1,134",Killeropa013,"'-",2,58.70%,46,4/28/2026
"1,765","1,134",Nakashasov,"'-","'-1",53.85%,26,4/20/2026
"1,766","1,133",wjoko6299,"'-",2,57.14%,49,5/8/2026
"1,767","1,133",Warfare,"'-","'-1",52.68%,205,5/10/2026
"1,768","1,133",marquitos8701,"'-","'-3",52.67%,131,5/9/2026
"1,769","1,133",xFire,UNIBR,"'-3",50.62%,322,5/10/2026
"1,770","1,133",MCforestFIRE,"'-","'-5",56.25%,16,5/1/2026
"1,771","1,133",Zorro14057834,"'-","'-1",55.56%,27,5/6/2026
"1,772","1,133",Ferjs2907,ABABR,"'-1",51.95%,514,4/13/2026
"1,773","1,133",zlvrong,"'-",3,49.88%,"23,697",5/10/2026
"1,774","1,132",๖ۣۜζ͜͡Stalin☭,GRAL,"'-5",52.70%,241,5/2/2026
"1,775","1,132",Hayreiz,"'-","'-2",52.42%,414,5/4/2026
"1,776","1,132",waldys,"'-",1,50.64%,"1,177",5/10/2026
"1,777","1,132",Albertux117,MgAo3,2,50.53%,657,5/9/2026
"1,778","1,132",Killjoy,"'-",3,50.41%,484,4/21/2026
"1,779","1,132",axelkballero45,FGYT,"'-3",50.08%,"2,446",4/12/2026
"1,780","1,131",XxSNAIZERKERxX,"'-","'-3",50.52%,869,4/24/2026
"1,781","1,131",[Cake] Chris,"'-","'-1",58.62%,29,5/9/2026
"1,782","1,131",Stinker,Fg8s,"'-1",50.33%,"3,328",5/10/2026
"1,783","1,131",Whitebeard,"'-",2,51.79%,112,5/2/2026
"1,784","1,131",Gathering,"'-",6,68.18%,22,4/21/2026
"1,785","1,131",FWD,"'-","'-1",50.06%,"2,591",5/4/2026
"1,786","1,130",比那名居天子,"'-",1,66.67%,12,5/4/2026
"1,787","1,130",robbbbbbbbbbbbbbbbbbbbbb,"'-",1,50.44%,686,5/8/2026
"1,788","1,130",lor99viv,"'-","'-3",50.13%,780,4/14/2026
"1,789","1,130",XC,TPG,"'-1",50.40%,869,5/4/2026
"1,790","1,129",dennis race9612,"'-",1,50.75%,995,5/4/2026
"1,791","1,129",IILEGENDARIII,"'-",1,49.96%,"1,197",5/8/2026
"1,792","1,129",Doybu,FRX,3,58.43%,89,5/2/2026
"1,793","1,129",Sosna320,"'-","'-1",54.41%,68,5/1/2026
"1,794","1,129",SIRTHARU,"'-",6,51.26%,476,5/5/2026
"1,795","1,129",1300219788,TIGGR,2,50.32%,793,4/18/2026
"1,796","1,129",78794,"'-",5,49.65%,"4,880",5/9/2026
"1,797","1,129",Sargantana,FERRO,4,50.09%,"1,619",5/10/2026
"1,798","1,128",可可咖啡,STGAL,3,64.29%,14,4/30/2026
"1,799","1,128",DARIO ( ACERO AZUL ),LCNS,2,53.78%,225,5/9/2026
"1,800","1,127",强盗贵族,"'-",1,49.81%,"6,015",5/8/2026
"1,801","1,127",Pitaya,KEKs,4,51.26%,595,4/26/2026
"1,802","1,127",<color=2/0/1>clowncheeks,ILILI,"'-2",50.40%,"1,381",4/25/2026
"1,803","1,126",ItxRoma.Kick,"'-","'-1",51.99%,327,5/6/2026
"1,804","1,126",pierrejack,"'-",3,50.88%,454,4/16/2026
"1,805","1,126",Vincent,野獣810,"'-1",50.56%,532,4/25/2026
"1,806","1,125",Antoine,"'-",3,50.06%,"2,311",5/10/2026
"1,807","1,125",るり,"'-",2,50.91%,55,4/17/2026
"1,808","1,125",SPIDEY,RøyaL,1,58.62%,29,5/8/2026
"1,809","1,125",✪Yξzu,"'-",2,50.00%,104,5/9/2026
"1,810","1,125",Kaszanka,"'-",1,50.63%,79,5/2/2026
"1,811","1,125",Kurtçu_Doğan_Ağa,TARIH,"'-1",52.38%,147,5/8/2026
"1,812","1,124",Worthypanda,P1DER,"'-3",52.36%,191,5/7/2026
"1,813","1,124",Elba Quito,"'-",5,61.90%,21,4/29/2026
"1,814","1,124",garrues28,"'-",2,54.26%,129,4/30/2026
"1,815","1,124",犹大大不大,"'-","'-1",63.64%,11,4/12/2026
"1,816","1,124",EXPLANADOR,"'-","'-1",53.85%,91,5/9/2026
"1,817","1,124",Kylo Rave,"'-","'-2",57.14%,35,5/3/2026
"1,818","1,124",paddylowns,"'-","'-1",50.47%,"1,387",5/10/2026
"1,819","1,123",GBA,"'-","'-2",51.23%,285,4/21/2026
"1,820","1,123",一只八角龙,兔兔骑士团,1,54.21%,107,4/22/2026
"1,821","1,123",人在危难之间李总赶到,萌新之家,"'-1",53.33%,30,4/23/2026
"1,822","1,123",DionCeartas,"'-","'-1",50.77%,"1,036",5/5/2026
"1,823","1,122",silviayusuke,"'-",2,50.12%,"2,047",5/10/2026
"1,824","1,122",mrJoe1924,"'-",1,50.48%,"1,260",4/13/2026
"1,825","1,122",ghh,"'-",3,63.64%,11,4/26/2026
"1,826","1,122",imad.aoudi,pales,1,50.19%,"1,620",5/10/2026
"1,827","1,122",nophappy,"'-","'-1",52.94%,119,5/10/2026
"1,828","1,122",Mango5201,CHIMÚ,2,53.77%,212,4/30/2026
"1,829","1,122",Coracobrachialis,"'-",3,50.78%,833,4/24/2026
"1,830","1,121",ZAOL,"'-","'-1",66.67%,12,5/4/2026
"1,831","1,121",VKcangaceiro,"'-",1,51.09%,"1,554",5/6/2026
"1,832","1,121",ELROMANI,ℜ3ɮ,4,52.24%,67,4/27/2026
"1,833","1,121",Pharaoh,"'-",4,54.95%,91,4/20/2026
"1,834","1,121",还有高手，，，，，,ANGLR,1,50.17%,"1,176",5/10/2026
"1,835","1,121",Cusenier con speed,今WAR,1,53.88%,206,4/28/2026
"1,836","1,121",DidntDoItRight,"'-",1,50.48%,"2,304",5/6/2026
"1,837","1,121",kinsen3636,"'-",3,50.08%,"1,969",5/7/2026
"1,838","1,121",Нагибатор666,CCIS,1,51.56%,448,4/15/2026
"1,839","1,121",waretast,ELLAD,1,61.90%,21,4/22/2026
"1,840","1,121",marvado,"'-",3,50.64%,"1,090",5/9/2026
"1,841","1,120",TURKIC,"'-","'-1",50.39%,510,5/10/2026
"1,842","1,120",risou0911,"'-",2,49.77%,"1,776",5/9/2026
"1,843","1,120",wormworm1017,TMia,"'-1",48.48%,33,4/18/2026
"1,844","1,120",searats20,"'-","'-1",50.43%,"1,981",5/10/2026
"1,845","1,119",Biegaliusz,"'-","'-2",50.68%,"1,024",5/10/2026
"1,846","1,119",Herakles6997,"'-",4,50.34%,"1,742",5/9/2026
"1,847","1,119",Kaya,"'-",8,50.51%,"1,774",4/30/2026
"1,848","1,119",elbigotes,KMOTE,3,52.46%,61,5/9/2026
"1,849","1,119",Vyrouch,"'-","'-2",48.53%,68,4/29/2026
"1,850","1,118",babbulgaming,KAIZN,"'-1",50.37%,812,4/15/2026
"1,851","1,118",Duende88,EXHIL,6,54.55%,110,5/1/2026
"1,852","1,118",ZakosOujdi,PVFR,"'-2",50.34%,"2,642",4/25/2026
"1,853","1,118",JEFERSONJEL9,EXHIL,1,52.11%,142,5/9/2026
"1,854","1,118",Chay,"'-","'-1",51.82%,274,5/9/2026
"1,855","1,118",Zorail,IA1,2,56.67%,60,5/6/2026
"1,856","1,118",Estragon,"'-","'-1",52.74%,237,4/19/2026
"1,857","1,118",Aquel,SemiC,5,51.43%,140,4/26/2026
"1,858","1,118",Kaiser,"'-",7,51.35%,222,5/7/2026
"1,859","1,117",Bertje,"'-","'-1",50.07%,"2,091",5/9/2026
"1,860","1,117",Duduson,BrBul,"'-1",51.03%,872,4/21/2026
"1,861","1,117",Kaiserschmarrn,R0H4N,1,53.85%,65,4/28/2026
"1,862","1,117",六条一間,"'-","'-4",50.59%,"1,516",5/10/2026
"1,863","1,117",Seven,"'-","'-1",51.03%,437,5/3/2026
"1,864","1,117",南无地藏王菩萨,"'-",1,50.23%,"2,379",4/23/2026
"1,865","1,117",dsteve30,ABABR,"'-3",50.63%,"1,268",5/10/2026
"1,866","1,117",Dr. Patatán,Mate,1,50.52%,"1,734",5/9/2026
"1,867","1,116",cke,"'-",3,51.68%,358,5/10/2026
"1,868","1,116",Axaeluz,"'-",4,50.06%,"4,678",5/9/2026
"1,869","1,115",John Johnson,JGR,1,50.80%,313,5/10/2026
"1,870","1,115",cold. naked. fearless!,GOOCH,1,50.55%,"1,189",5/8/2026
"1,871","1,115",Niguto,PMC,"'-1",50.29%,"5,788",5/8/2026
"1,872","1,115",Dério Sheriff,ANGOL,"'-3",55.70%,79,5/9/2026
"1,873","1,115",Você quer sexo brasileiro,"'-",1,53.62%,235,5/3/2026
"1,874","1,114",Macher_Kein_Lacher1,"'-",4,51.84%,299,5/10/2026
"1,875","1,114",VaporyOak9170,Tkias,"'-1",51.47%,544,5/5/2026
"1,876","1,114",ObsidianTitan12,"'-",2,56.14%,57,4/12/2026
"1,877","1,114",JimmieJ,"'-","'-3",49.98%,"2,715",5/10/2026
"1,878","1,114",red flame,"'-","'-3",49.97%,"1,733",5/9/2026
"1,879","1,113",Cristian,"'-","'-3",51.56%,64,5/5/2026
"1,880","1,113",Alejandro,"'-",2,57.65%,85,4/27/2026
"1,881","1,113",Holtz,"'-",1,53.13%,96,4/18/2026
"1,882","1,113",打游戏玩啊,"'-",1,49.82%,273,4/20/2026
"1,883","1,113",jonaaroma,"'-","'-4",51.37%,366,5/10/2026
"1,884","1,113",tipico_enes,"'-",1,52.36%,254,4/18/2026
"1,885","1,113",SirSharkDad,SNBRO,3,50.85%,938,5/3/2026
"1,886","1,112",The_Great_Noob,"'-",2,50.85%,710,5/10/2026
"1,887","1,112",Prussian,"'-",1,51.61%,186,5/7/2026
"1,888","1,112",EasonYan,"'-","'-2",50.68%,369,4/25/2026
"1,889","1,112",MingCheng,"'-","'-4",53.42%,146,4/30/2026
"1,890","1,112",2034816590,"'-",1,51.53%,295,5/9/2026
"1,891","1,110",SJ10,MDGGP,1,55.41%,74,5/1/2026
"1,892","1,110",SPANISH_INQUISITION,"'-",2,53.85%,65,5/10/2026
"1,893","1,110",ghostdog911,"'-",1,50.82%,608,5/9/2026
"1,894","1,110",Pickle Rick,SolR,"'-2",50.91%,385,5/6/2026
"1,895","1,110",nitin4diu,"'-",2,55.06%,178,5/10/2026
"1,896","1,110",kanavkansal13,"'-",1,50.20%,"1,508",5/10/2026
"1,897","1,109",morri,"'-",1,50.31%,"1,298",5/2/2026
"1,898","1,109",Bellamy 1717981,"'-",1,50.42%,"1,773",5/7/2026
"1,899","1,109",duckspeaker,"'-","'-1",50.33%,759,5/1/2026
"1,900","1,109",Gaius,GJL,"'-6",45.28%,53,4/26/2026
"1,901","1,109",Themistocles,"'-",1,50.26%,378,4/19/2026
"1,902","1,108",kk_SOLIM,"'-",7,54.63%,108,5/2/2026
"1,903","1,108","I play naked, very based","'-",2,52.73%,110,5/3/2026
"1,904","1,108",MtzPina,"'-","'-1",51.30%,846,5/5/2026
"1,905","1,108",1034131823,"'-",1,50.09%,"3,244",5/10/2026
"1,906","1,108",kapor,HUN,"'-7",49.98%,"2,963",5/8/2026
"1,907","1,108",kostescu89,OAED,4,50.37%,"3,278",5/10/2026
"1,908","1,108",Age Against The Machine,"'-",1,50.06%,"2,335",5/9/2026
"1,909","1,107",e.ashif,ABABR,3,50.07%,"6,277",5/10/2026
"1,910","1,107",JesusLovesYou,"'-",4,50.60%,419,5/9/2026
"1,911","1,107",RenegadeRedcoat,"'-",7,52.38%,42,4/13/2026
"1,912","1,107",club foot,A4G,"'-3",50.49%,923,5/9/2026
"1,913","1,107",Von_Peter,"'-",1,51.72%,29,4/27/2026
"1,914","1,107",PsyChoda94,"'-","'-1",50.00%,"1,726",5/8/2026
"1,915","1,107",luowenbo19890821,"'-","'-2",50.25%,794,5/2/2026
"1,916","1,107",UrgedSloth91386,"'-","'-1",50.98%,965,4/23/2026
"1,917","1,107",饿饿饭饭,战神国都,1,49.12%,"2,956",4/30/2026
"1,918","1,107",Timing,"'-",1,50.85%,411,5/10/2026
"1,919","1,106",MmirmmidonN,STGAL,2,50.00%,26,4/15/2026
"1,920","1,106",Janabanana,"'-",1,52.94%,306,5/10/2026
"1,921","1,106",ESTIVE CURRY,CHAMA,"'-6",50.75%,"2,274",5/9/2026
"1,922","1,106",OFRU,TIGGR,1,50.58%,686,5/10/2026
"1,923","1,106",我是菜狗呜呜呜,"'-",1,52.83%,106,5/7/2026
"1,924","1,105",Redder.,"'-",1,50.38%,"1,719",4/25/2026
"1,925","1,105",Sen,"'-",1,51.83%,301,5/10/2026
"1,926","1,105",Utb00,vvmex,3,52.24%,245,4/28/2026
"1,927","1,105",Herco,vvmex,6,51.61%,589,4/28/2026
"1,928","1,105",Sarumax9690,"'-",1,52.34%,107,4/29/2026
"1,929","1,105",DemocracyDestroyer,HORK,"'-1",51.19%,545,4/30/2026
"1,930","1,105",Pard1euy,"'-","'-1",50.20%,"1,502",4/26/2026
"1,931","1,105",aa5817aa,やらないか,"'-1",51.01%,692,5/9/2026
"1,932","1,105",Speed Cola,"'-",2,52.50%,160,5/5/2026
"1,933","1,104",FEASTONMY$ACK,"'-",4,53.23%,62,5/8/2026
"1,934","1,104",Remi,"'-",1,56.52%,23,5/2/2026
"1,935","1,104",Delboy,"'-","'-3",50.56%,180,5/5/2026
"1,936","1,104",NomiFlator,"'-","'-4",47.06%,34,4/19/2026
"1,937","1,104",TheRoyalDrunkard,"'-","'-3",51.79%,56,4/26/2026
"1,938","1,104",Sipahi,سپاهی,"'-3",53.70%,54,5/10/2026
"1,939","1,104",OhNoWhaHappen,snke,1,56.25%,16,4/26/2026
"1,940","1,104",Kapy,"'-",1,50.00%,"2,786",5/10/2026
"1,941","1,104",sin remedio♫,"'-",1,50.58%,"1,208",5/9/2026
"1,942","1,104",JidTheImpaler,"'-",2,50.46%,763,5/9/2026
"1,943","1,104",7 deadly sins,HoA50,"'-8",49.56%,"1,487",5/10/2026
"1,944","1,103",kdmboyer,"'-",4,50.28%,"2,890",5/1/2026
"1,945","1,103",Wayne Dog,ANGLR,1,56.00%,75,5/2/2026
"1,946","1,103",[NL] Jesse D (CJ),"'-","'-1",50.49%,715,5/10/2026
"1,947","1,103",Blade,"'-",1,53.57%,252,5/10/2026
"1,948","1,103",Levi Scout Demon,"'-","'-3",50.74%,883,5/10/2026
"1,949","1,102",PuGgyT,"'-","'-1",50.65%,774,5/10/2026
"1,950","1,102",zozo,"'-","'-4",56.06%,66,5/10/2026
"1,951","1,102",PhonicZulu4813,"'-",1,50.00%,560,5/10/2026
"1,952","1,102",temp_addr,"'-","'-2",51.31%,495,5/5/2026
"1,953","1,102",ShazzCat,"'-","'-5",54.22%,83,5/2/2026
"1,954","1,102",Green Arrow,"'-","'-3",49.71%,171,4/26/2026
